S.No.,Area No.,Dept No.,Location,Jan ,Feb,Mar,Apr ,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Yearly Average,Year
53.0,V,53,Basin Bridge,-8.007333333333332,6.475,-5.865,-7.690000000000001,-7.700000000000001,-7.6899999999999995,-8.11333333333333,-11.799999999999997,-7.550000000000001,-6.124999999999998,-7.149499999999998,-7.387499999999999,12.159666666666666,2021
54.0,V,54,Kondithope / Peddunaickenpet,0.3480000000000003,0.24399999999999977,0.14424999999999955,0.29800000000000004,-0.04999999999999982,0.2506666666666666,-0.35033333333333294,0.5646666666666667,1.2200000000000002,-0.15566666666666595,-0.749333333333333,-0.7616666666666667,3.9756666666666667,2021
55.0,V,55,Seven Wells (North / South),2.4505,1.891,1.593,1.3360000000000003,1.253333333333333,1.2720000000000002,0.7993333333333332,0.601,0.19533333333333314,0.04533333333333278,-0.8153333333333341,0.43599999999999994,6.8968333333333325,2021
56.0,V,56,Muthialpet,2.4239999999999995,0.8692499999999992,0.8182500000000008,0.41549999999999976,0.41999999999999993,0.6466666666666665,0.3949999999999996,0.6233333333333331,0.5760000000000005,0.6596666666666664,0.4610000000000003,0.6853333333333342,11.328833333333334,2021
57.0,V,57,Sowcarpet,0.7907499999999992,2.05525,1.5675,1.3823333333333334,1.286666666666667,0.9933333333333332,0.4770000000000003,0.014333333333333087,-0.027333333333332988,-0.15866666666666607,-0.9786666666666664,-0.30133333333333345,6.55725,2021
58.0,V,58,Poonga Nagar,1.9707500000000007,1.5907499999999999,1.2497500000000006,0.9220000000000006,0.4933333333333323,0.3689999999999998,0.22499999999999964,0.20800000000000018,0.2526666666666664,0.3149999999999995,-0.0600000000000005,0.0730000000000004,10.220333333333334,2021
59.0,V,59,Edapalayam / Nehru Nagar,1.3665000000000003,0.9977499999999999,0.7750000000000004,0.8120000000000003,0.6466666666666674,0.8486666666666673,0.1893333333333338,0.05000000000000071,-0.12333333333333307,-0.033333333333333215,-0.8020000000000005,-0.6473333333333331,7.392166666666668,2021
61.0,V,61,Egmore / Pudupet,7.3607499999999995,6.221,5.354999999999999,4.609333333333334,4.276666666666667,3.8499999999999996,3.1716666666666686,2.740666666666666,5.673333333333333,2.1800000000000015,0.04333333333333389,-1.0326666666666666,13.181166666666664,2021
63.0,V,63,Komaleeswaranpet,2.453333333333334,2.4414999999999996,2.02475,1.6276666666666664,1.5033333333333339,1.6893333333333338,1.2253333333333334,1.314,1.0443333333333333,0.7316666666666674,0.9833333333333334,1.4306666666666668,6.555833333333333,2021
64.0,VI,64,Kolathur,-0.11650000000000005,-0.18074999999999997,-0.21750000000000025,-0.2400000000000002,-0.16000000000000014,0.641,-0.1453333333333331,-0.6683333333333334,0.0033333333333334103,-0.4633333333333334,-0.4693333333333333,-0.08733333333333348,1.3991666666666667,2021
65.0,VI,65,Venus Nagar,0.38175000000000003,0.6885000000000001,0.4724999999999999,0.1056666666666668,0.0,0.901,0.24499999999999988,0.5123333333333335,0.28533333333333344,0.2453333333333333,0.15866666666666662,0.23199999999999998,1.6503333333333334,2021
66.0,VI,66,Agaram (North),1.2040000000000002,1.2454999999999998,1.3917499999999996,1.7666666666666666,1.893333333333333,2.567333333333333,1.1640000000000001,2.0429999999999997,0.6659999999999999,-0.10333333333333328,-0.3333333333333333,-0.609,3.738583333333333,2021
67.0,VI,67,Agaram (South),5.850250000000001,5.250249999999999,4.966249999999999,4.012666666666668,3.8900000000000006,4.049999999999999,3.5153333333333325,3.406666666666668,3.414666666666667,1.4430000000000014,-0.4426666666666659,0.9143333333333326,13.135666666666665,2021
68.0,VI,68,Sembium,4.6425,4.24525,4.490500000000001,3.6003333333333334,3.84,3.958,3.7656666666666663,3.944333333333333,3.5839999999999996,2.4589999999999996,1.4093333333333327,1.5439999999999996,13.0405,2021
69.0,VI,69,Siruvallur,8.88,11.86,11.893333333333334,12.080000000000002,12.093333333333334,12.166666666666668,12.126666666666669,9.015,8.925,11.146666666666665,6.125,6.478,17.038333333333334,2021
70.0,VI,70,Perambur (South),8.025749999999999,8.1715,8.02175,6.015666666666668,6.033333333333335,6.400333333333332,6.132666666666669,5.830000000000002,5.745000000000001,4.306666666666665,4.806666666666667,5.214666666666668,23.12975,2021
71.0,VI,71,Thiru Vi Ka Nagar,4.876999999999999,4.75375,4.516,3.023999999999999,3.3933333333333344,3.626999999999999,3.9609999999999985,3.9313333333333347,3.9659999999999993,3.4483333333333324,2.0760000000000005,1.645999999999999,18.63525,2021
72.0,VI,72,Dr Sathiyavanimuthu Nagar,1.1825,1.0185000000000004,0.9450000000000003,0.9860000000000007,0.7833333333333332,1.3163333333333336,0.9089999999999998,0.8606666666666665,0.6880000000000002,0.5219999999999998,-0.3853333333333335,0.3889999999999998,4.0735,2021
73.0,VI,73,Pulianthope,2.8579999999999997,2.51825,1.8912499999999994,1.197000000000001,2.5199999999999996,1.5809999999999995,1.259333333333334,-3.608666666666668,1.2283333333333335,1.3066666666666666,-1.738666666666667,-0.1609999999999996,9.940666666666667,2021
74.0,VI,74,Maraimalai Adikal Nagar,5.7065,5.512749999999999,5.356999999999999,4.108666666666666,4.053333333333333,4.345000000000001,3.8829999999999973,1.1083333333333325,3.7523333333333326,3.104000000000001,3.293333333333333,3.814,15.20958333333333,2021
75.0,VI,75,Kosappet,7.4885,6.66475,6.04875,4.527999999999999,4.2233333333333345,6.1530000000000005,3.756666666666666,5.508666666666667,3.552666666666667,3.286666666666667,-1.0599999999999996,1.0306666666666668,11.816583333333334,2021
77.0,VI,77,Dr. Besant Nagar/ Thattankulam,4.201499999999999,3.308,2.17,1.7223333333333333,1.5666666666666664,1.9943333333333317,0.0773333333333337,-0.09233333333333427,0.9336666666666655,0.522333333333334,-1.0413333333333332,0.9153333333333338,10.115166666666665,2021
78.0,VI,78,Choolai,0.947000000000001,0.9387499999999989,0.379999999999999,0.9673333333333343,0.18666666666666742,0.9733333333333345,0.16066666666666585,0.0643333333333338,-0.22066666666666634,-0.4103333333333339,-1.9266666666666659,-0.31333333333333346,8.699250000000001,2021
79.0,VII,79,Banu Nagar,0.6139999999999999,1.20575,0.3674999999999997,0.11466666666666647,0.7233333333333345,2.604000000000001,0.6219999999999999,0.8276666666666674,0.7096666666666671,1.2493333333333325,,-0.996666666666667,10.402727272727272,2021
80.0,VII,80,Athimulam Nagar,1.8267499999999997,1.65625,0.5289999999999999,0.19099999999999895,0.7533333333333339,1.7829999999999995,0.22266666666666524,0.1620000000000008,0.027333333333332988,0.5690000000000008,-2.4120000000000004,0.577,9.213583333333332,2021
81.0,VII,86,Vijayalakshmipuram,7.255,6.94025,7.753,6.74,7.826666666666666,9.077333333333334,5.359333333333332,-2.294999999999998,8.166333333333334,7.6913333333333345,0.5453333333333337,-1.3066666666666666,15.760666666666667,2021
82.0,VII,82,Kallikuppam,0.4407500000000004,0.7912499999999998,-0.0807500000000001,0.013000000000001677,0.3766666666666669,2.0666666666666664,-0.944,9.216666666666667,-1.6629999999999994,-1.3023333333333333,-2.461333333333333,0.6713333333333336,7.737500000000001,2021
83.0,VII,83,Puthagaram,0.10175000000000001,0.28825,0.32625000000000015,0.6283333333333334,0.6633333333333332,1.0723333333333334,1.069,2.764333333333333,0.4866666666666667,0.23333333333333334,-0.16333333333333339,-1.7643333333333335,1.3964166666666669,2021
84.0,VII,84,Korattur,0.25124999999999975,0.35749999999999993,0.5215000000000001,0.4870000000000001,0.6266666666666665,1.0003333333333337,0.6760000000000002,-0.7389999999999999,0.2570000000000001,0.3683333333333332,0.10550000000000015,0.42966666666666686,2.8744166666666673,2021
85.0,VII,85,Menambedu,-0.4190000000000005,-0.30325000000000024,-0.28974999999999973,0.09266666666666801,0.8033333333333328,1.8516666666666666,0.8543333333333347,-5.222333333333333,0.7693333333333339,-1.5450000000000008,-2.717333333333334,0.615333333333334,7.861250000000001,2021
86.0,VII,86,Ayyappakkam,0.1459999999999999,-0.10924999999999985,-0.23575000000000035,-0.5086666666666666,-0.45999999999999996,-0.37333333333333396,-0.5299999999999994,2.894000000000001,-0.48900000000000077,-0.503333333333333,-1.7493333333333334,-0.3553333333333333,4.645833333333334,2021
87.0,VII,87,Mathiyalagan Nagar,0.85975,0.5269999999999992,0.6252500000000003,0.8516666666666675,0.6966666666666663,1.7496666666666663,0.5873333333333335,0.5853333333333328,-0.10033333333333339,-0.017999999999999794,-0.3959999999999999,-0.0019999999999997797,5.137333333333333,2021
88.0,VII,88,Villivakkam / Anna Nagar West,0.29600000000000026,0.10200000000000031,0.43350000000000044,0.7199999999999998,0.5466666666666669,1.2233333333333327,0.40633333333333255,-1.7986666666666657,0.15266666666666762,0.12199999999999989,-0.6253333333333329,0.36366666666666614,6.6148333333333325,2021
89.0,VII,89,Anna Nagar West Extension,0.034499999999999975,0.0389999999999997,0.2875000000000001,0.44999999999999973,0.8599999999999999,1.2656666666666667,0.8080000000000003,2.3873333333333338,0.3246666666666669,0.2629999999999999,-0.26666666666666683,0.38933333333333353,3.6240833333333344,2021
90.0,VII,90,Padikuppam,0.53125,0.5317499999999997,0.50075,1.288333333333333,0.5233333333333334,1.2873333333333337,0.9886666666666661,-0.18333333333333357,-0.04033333333333289,-0.0950000000000002,-0.268,-0.2646666666666664,4.273833333333333,2021
91.0,VII,91,Nolambur (Part) / Mugappair Eri Scheme,0.023000000000001464,-0.02450000000000152,0.1869999999999994,0.25399999999999956,0.09333333333333371,0.7373333333333321,0.5139999999999993,-3.2653333333333334,0.799666666666667,0.7383333333333333,-0.578666666666666,-0.20333333333333314,8.451416666666665,2021
92.0,VII,92,Padi Pudhu nagar,0.32825000000000015,0.36125000000000007,0.7007500000000002,0.7780000000000005,0.75,1.488666666666667,1.0013333333333332,4.096666666666667,0.649,0.6836666666666664,-0.3686666666666665,-0.03200000000000003,5.180333333333334,2021
93.0,VII,93,Maduravoyal (Part) / Nerkundram (Part),0.3762500000000002,0.3857499999999998,0.8620000000000001,0.9489999999999998,1.1166666666666663,1.4909999999999992,1.0273333333333334,1.639333333333333,0.5716666666666668,0.5050000000000003,-0.23866666666666658,-0.43933333333333335,3.7779166666666666,2021
94.0,VIII,94,Villivakkam North,-0.3305,-0.34425000000000017,-0.8952499999999999,-0.7976666666666667,0.10666666666666647,1.603333333333333,-0.043333333333333446,-1.0206666666666666,-0.5086666666666666,-0.4119999999999997,-0.534,-0.268,2.323,2021
96.0,VIII,96,Viduthalai Gurusamy Nagar South,6.909750000000001,6.5634999999999994,6.20025,4.838333333333333,4.773333333333333,5.003333333333334,4.971333333333332,-0.6200000000000001,4.871333333333333,4.453333333333333,0.17999999999999972,0.895666666666667,10.855833333333331,2021
97.0,VIII,97,Ayanavaram,4.94675,4.49175,4.35375,3.5653333333333332,3.5666666666666673,3.9300000000000006,3.615333333333333,2.5803333333333334,3.428,3.0896666666666666,-0.12266666666666662,0.16933333333333334,6.636916666666667,2021
98.0,VIII,98,Pannerselvam Nagar,2.3354999999999997,1.8635000000000002,1.7074999999999996,1.021,0.9966666666666666,1.2450000000000006,1.2163333333333335,1.286666666666667,1.0356666666666663,1.008,,-0.7879999999999999,4.152272727272727,2021
100.0,VIII,100,Anna Nagar (West),0.14524999999999988,0.040000000000000036,-0.07349999999999923,0.37700000000000067,-0.07333333333333414,1.124666666666668,-0.05466666666666775,0.17466666666666697,-0.45699999999999985,-0.5513333333333348,-1.7666666666666662,-0.3743333333333334,7.31075,2021
101.0,VIII,101,Anna Nagar (Central),0.18149999999999977,0.1795,0.2625000000000002,0.05999999999999961,0.0033333333333334103,0.52,-1.6640000000000001,3.066,-0.01566666666666716,-0.1543333333333332,-0.3620000000000001,0.0043333333333333,3.327916666666667,2021
102.0,VIII,102,Anna Nagar (East),3.40075,2.8312500000000003,2.7075000000000005,2.335,2.2366666666666664,2.64,2.0669999999999997,-0.15200000000000014,1.5499999999999998,1.4263333333333335,0.06666666666666687,0.29700000000000015,5.028416666666667,2021
103.0,VIII,103,Shenoy Nagar,4.135,3.699,3.4327500000000004,3.9370000000000003,3.830000000000001,3.8423333333333343,4.243,1.5146666666666664,3.857333333333334,3.8370000000000006,3.8366666666666664,2.2243333333333335,8.196583333333333,2021
104.0,VIII,104,Purasawalkam,5.56,5.390499999999999,5.348249999999999,4.957,4.8999999999999995,4.9976666666666665,4.947,2.187666666666667,3.8793333333333324,2.6735000000000007,-0.8713333333333328,1.090666666666667,9.806916666666664,2021
105.0,VIII,105,Aminjikarai West,0.44225000000000003,-0.10575000000000045,0.41249999999999964,0.604333333333333,0.5966666666666658,1.509666666666667,0.5440000000000005,1.0760000000000005,0.4633333333333338,0.20800000000000018,-1.2399999999999998,-0.020333333333333314,4.868416666666667,2021
106.0,VIII,106,Aminjikarai East,0.97275,0.9669999999999996,0.9235000000000002,1.1806666666666668,0.8633333333333342,1.5299999999999998,0.20333333333333403,1.4036666666666666,0.03600000000000003,-0.0040000000000000036,-0.45599999999999996,0.07166666666666677,3.94525,2021
107.0,VIII,107,Chetpet / Kilpauk South,5.48875,5.1365,4.92975,3.9313333333333347,3.7766666666666673,3.7686666666666664,4.871,-2.165333333333333,3.331333333333334,3.0666666666666664,1.150666666666667,1.4370000000000003,10.02275,2021
109.0,IX,109,Periyar Nagar North,5.34725,5.09975,4.923250000000001,4.1163333333333325,4.096666666666667,4.21,4.9910000000000005,3.684333333333334,3.5569999999999995,3.0183333333333335,-0.44866666666666655,0.6853333333333333,9.814500000000002,2021
110.0,IX,110,Nungambakkam,4.59775,3.7124999999999986,3.130000000000001,2.4956666666666667,2.16,1.2013333333333325,2.695333333333334,1.4376666666666669,1.1400000000000006,1.2329999999999988,-0.992,-0.42300000000000004,10.253250000000001,2021
111.0,IX,111,Thousand Lights,0.84375,0.8855000000000004,0.48600000000000065,-0.3946666666666676,-1.4866666666666664,0.22300000000000075,-1.7393333333333345,-0.7666666666666657,-0.9993333333333325,-0.7326666666666686,-1.8539999999999992,-0.9689999999999994,10.75266666666667,2021
112.0,IX,112,Vadapalani East,1.7242499999999996,1.2932499999999996,1.2824999999999998,1.7523333333333335,1.6100000000000003,0.8790000000000013,1.4940000000000007,3.0309999999999997,0.7700000000000005,1.008,-0.6893333333333329,-0.6110000000000002,7.426166666666667,2021
113.0,IX,113,Nakkeerar Nagar,7.9815000000000005,7.4335,7.04425,5.967666666666666,5.726666666666665,5.621,5.474,-0.3136666666666672,4.703333333333335,4.827333333333334,2.3739999999999997,1.9593333333333334,14.221083333333338,2021
114.0,IX,114,Chepauk,2.4502500000000005,2.0387500000000003,1.6894999999999998,3.09,1.163333333333334,1.2963333333333331,-0.3556666666666679,7.0056666666666665,0.5419999999999998,0.32966666666666633,-1.738666666666667,0.015333333333333865,6.898499999999999,2021
115.0,IX,115,Amir mahal,4.3790000000000004,3.6390000000000002,3.260249999999999,2.628333333333334,2.419999999999999,2.4366666666666665,1.771,0.15733333333333377,1.7000000000000002,1.492,-1.6059999999999997,0.3576666666666668,7.874083333333334,2021
116.0,IX,116,Thiruvallikeni,3.33725,3.255000000000001,2.4609999999999994,2.461000000000001,2.2766666666666673,2.975666666666667,1.9489999999999998,2.4490000000000007,1.7266666666666675,1.3170000000000002,-0.7966666666666669,-0.6463333333333332,7.273083333333333,2021
